Item_Identifier,i_weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,O_Size
FDF14,7.55,Low Fat,0.0273235,Canned,151.934,OUT017,2007,Tier 2,Supermarket Type1,1837.608,Medium
FDF16,7.3,Low Fat,0.086619573,Frozen Foods,147.6076,OUT017,2007,Tier 2,Supermarket Type1,3251.7672,Medium
FDF17,5.19,Low Fat,0.042861968,Frozen Foods,196.811,OUT017,2007,Tier 2,Supermarket Type1,3731.809,Medium
FDF21,10.3,Regular,0.059160135,Fruits and Vegetables,191.553,OUT017,2007,Tier 2,Supermarket Type1,6641.355,Medium
FDF22,6.865,Low Fat,0.057152139,Snack Foods,211.8218,OUT017,2007,Tier 2,Supermarket Type1,4915.6014,Medium
FDF24,15.5,Regular,0.025513973,Baking Goods,83.7934,OUT017,2007,Tier 2,Supermarket Type1,1474.0812,Medium
FDF26,6.825,Regular,0.046898544,Canned,153.7998,OUT017,2007,Tier 2,Supermarket Type1,922.7988,Medium
FDF28,15.7,Regular,0.038078899,Frozen Foods,122.9046,OUT017,2007,Tier 2,Supermarket Type1,1992.0736,Medium
FDF34,9.3,Regular,0.014098693,Snack Foods,197.7084,OUT017,2007,Tier 2,Supermarket Type1,3372.9428,Medium
FDF35,15,Low Fat,0.154860353,Starchy Foods,106.1938,OUT017,2007,Tier 2,Supermarket Type1,4073.3644,Medium
FDF40,20.25,Regular,0.022639471,Dairy,248.4092,OUT017,2007,Tier 2,Supermarket Type1,2241.0828,Medium
FDF41,12.15,Low Fat,0.131921819,Frozen Foods,246.346,OUT017,2007,Tier 2,Supermarket Type1,739.038,Medium
FDF45,18.2,Regular,0.012273747,Fruits and Vegetables,60.0904,OUT017,2007,Tier 2,Supermarket Type1,1113.2176,Medium
FDF46,7.07,Low Fat,0.094201018,Snack Foods,115.8834,OUT017,2007,Tier 2,Supermarket Type1,1036.6506,Medium
FDF47,20.85,Low Fat,0.098170402,Starchy Foods,224.0746,OUT017,2007,Tier 2,Supermarket Type1,2243.746,Medium
FDF52,9.3,Low Fat,0,Frozen Foods,182.9292,OUT017,2007,Tier 2,Supermarket Type1,4013.4424,Medium
FDF56,16.7,Regular,0.120137953,Fruits and Vegetables,181.2976,OUT017,2007,Tier 2,Supermarket Type1,3078.6592,Medium
FDF57,14.5,Regular,0.059160135,Fruits and Vegetables,170.7448,OUT017,2007,Tier 2,Supermarket Type1,2045.3376,Medium
FDF59,12.5,Low Fat,0,Starchy Foods,127.102,OUT017,2007,Tier 2,Supermarket Type1,253.004,Medium
FDG02,7.855,Low Fat,0.011324862,Canned,189.6188,OUT017,2007,Tier 2,Supermarket Type1,2285.0256,Medium
FDG08,13.15,Regular,0,Fruits and Vegetables,171.9764,OUT017,2007,Tier 2,Supermarket Type1,2404.8696,Medium
FDG09,20.6,Regular,0.048207431,Fruits and Vegetables,188.0556,OUT017,2007,Tier 2,Supermarket Type1,2065.3116,Medium
FDG12,6.635,Regular,0.00636189,Baking Goods,121.1098,OUT017,2007,Tier 2,Supermarket Type1,2651.2156,Medium
FDG14,9,Regular,0.050786366,Canned,152.2024,OUT017,2007,Tier 2,Supermarket Type1,3643.2576,Medium
FDG16,15.25,Low Fat,0.090324849,Frozen Foods,214.4192,OUT017,2007,Tier 2,Supermarket Type1,4961.5416,Medium
FDG17,6.865,Regular,0.036042939,Frozen Foods,244.4486,OUT017,2007,Tier 2,Supermarket Type1,4153.9262,Medium
FDG20,15.5,Regular,0.12639886,Fruits and Vegetables,177.0028,OUT017,2007,Tier 2,Supermarket Type1,2479.4392,Medium
FDG22,17.6,Regular,0.041615224,Snack Foods,37.219,OUT017,2007,Tier 2,Supermarket Type1,366.19,Medium
FDG24,7.975,Low Fat,0.014713909,Baking Goods,83.125,OUT017,2007,Tier 2,Supermarket Type1,2579.975,Medium
FDG26,18.85,Low Fat,0.042891098,Canned,257.633,OUT017,2007,Tier 2,Supermarket Type1,5382.993,Medium
FDG28,9.285,Regular,0.049559042,Frozen Foods,246.4144,OUT017,2007,Tier 2,Supermarket Type1,1225.072,Medium
FDG29,17.6,Low Fat,0.05661033,Frozen Foods,41.7454,OUT017,2007,Tier 2,Supermarket Type1,209.727,Medium
FDG32,19.85,Low Fat,0.176991029,Fruits and Vegetables,221.5772,OUT017,2007,Tier 2,Supermarket Type1,3558.0352,Medium
FDG33,5.365,Regular,0.141033536,Seafood,173.6764,OUT017,2007,Tier 2,Supermarket Type1,858.882,Medium
FDG34,11.5,Regular,0.037782943,Snack Foods,106.6254,OUT017,2007,Tier 2,Supermarket Type1,325.5762,Medium
FDG38,8.975,Regular,0.053027398,Canned,86.0224,OUT017,2007,Tier 2,Supermarket Type1,1278.336,Medium
FDG40,13.65,Low Fat,0.040049609,Frozen Foods,34.4558,OUT017,2007,Tier 2,Supermarket Type1,611.2044,Medium
FDG41,8.84,Regular,0.076995176,Frozen Foods,112.0228,OUT017,2007,Tier 2,Supermarket Type1,1215.7508,Medium
FDG45,8.1,Low Fat,0.128760294,Fruits and Vegetables,213.7902,OUT017,2007,Tier 2,Supermarket Type1,5946.9256,Medium
FDG47,12.8,Low Fat,0.070012633,Starchy Foods,262.8252,OUT017,2007,Tier 2,Supermarket Type1,2885.5772,Medium
FDG50,7.405,Low Fat,0.015358176,Canned,92.4146,OUT017,2007,Tier 2,Supermarket Type1,1459.4336,Medium
FDG53,10,Low Fat,0.046116319,Frozen Foods,141.818,OUT017,2007,Tier 2,Supermarket Type1,838.908,Medium
FDG56,13.3,Regular,0.071856726,Fruits and Vegetables,63.2536,OUT017,2007,Tier 2,Supermarket Type1,1347.5792,Medium
FDG57,14.7,Low Fat,0.072707309,Fruits and Vegetables,49.5034,OUT017,2007,Tier 2,Supermarket Type1,291.6204,Medium
FDG58,10.695,Regular,0.087272074,Snack Foods,153.7972,OUT017,2007,Tier 2,Supermarket Type1,2025.3636,Medium
FDG59,15.85,Low Fat,0.043479126,Starchy Foods,36.7164,OUT017,2007,Tier 2,Supermarket Type1,308.9312,Medium
FDH02,7.27,Regular,0.020898691,Canned,92.2488,OUT017,2007,Tier 2,Supermarket Type1,814.9392,Medium
FDH04,6.115,Regular,0.011437302,Frozen Foods,92.4488,OUT017,2007,Tier 2,Supermarket Type1,1358.232,Medium
FDH09,12.6,Low Fat,0.056394771,Seafood,51.3982,OUT017,2007,Tier 2,Supermarket Type1,473.3838,Medium
FDH10,21,Low Fat,0.049583899,Snack Foods,193.8478,OUT017,2007,Tier 2,Supermarket Type1,1162.4868,Medium
FDH12,9.6,Low Fat,0.085434195,Baking Goods,105.028,OUT017,2007,Tier 2,Supermarket Type1,2556.672,Medium
FDH14,17.1,Regular,0.047073322,Canned,138.6838,OUT017,2007,Tier 2,Supermarket Type1,2950.1598,Medium
FDH16,10.5,Low Fat,0.052852621,Frozen Foods,88.783,OUT017,2007,Tier 2,Supermarket Type1,2067.309,Medium
FDH17,16.2,Regular,0.016747538,Frozen Foods,98.6726,OUT017,2007,Tier 2,Supermarket Type1,1272.3438,Medium
FDH19,19.35,Low Fat,0.033275634,Meat,173.8738,OUT017,2007,Tier 2,Supermarket Type1,2432.8332,Medium
FDH20,16.1,Regular,0,Fruits and Vegetables,98.441,OUT017,2007,Tier 2,Supermarket Type1,868.869,Medium
FDH24,20.7,Low Fat,0.021552357,Baking Goods,157.0288,OUT017,2007,Tier 2,Supermarket Type1,2985.4472,Medium
FDH27,7.075,Low Fat,0.058676973,Dairy,142.0128,OUT017,2007,Tier 2,Supermarket Type1,2588.6304,Medium
FDH28,15.85,Regular,0.110653377,Frozen Foods,36.9506,OUT017,2007,Tier 2,Supermarket Type1,759.012,Medium
FDH33,12.85,Low Fat,0.12241394,Snack Foods,42.9428,OUT017,2007,Tier 2,Supermarket Type1,703.0848,Medium
FDH34,8.63,Low Fat,0.031271134,Snack Foods,186.0582,OUT017,2007,Tier 2,Supermarket Type1,3900.9222,Medium
FDH35,18.25,Low Fat,0.060589424,Starchy Foods,162.5526,OUT017,2007,Tier 2,Supermarket Type1,986.7156,Medium
FDH38,6.425,Low Fat,0.010497273,Canned,118.3808,OUT017,2007,Tier 2,Supermarket Type1,2812.3392,Medium
FDH40,11.6,Regular,0.079376029,Frozen Foods,81.7276,OUT017,2007,Tier 2,Supermarket Type1,1949.4624,Medium
FDH44,19.1,Regular,0.026018497,Fruits and Vegetables,148.2418,OUT017,2007,Tier 2,Supermarket Type1,3089.9778,Medium
FDH48,13.5,Low Fat,0.06082246,Baking Goods,85.154,OUT017,2007,Tier 2,Supermarket Type1,605.878,Medium
FDH50,15,Regular,0.162348584,Canned,185.9266,OUT017,2007,Tier 2,Supermarket Type1,4610.665,Medium
FDH52,9.42,Regular,0.044151435,Frozen Foods,61.5194,OUT017,2007,Tier 2,Supermarket Type1,866.8716,Medium
FDH53,20.5,Regular,0,Frozen Foods,83.2592,OUT017,2007,Tier 2,Supermarket Type1,1155.8288,Medium
FDH57,10.895,Low Fat,0.035949725,Fruits and Vegetables,132.9284,OUT017,2007,Tier 2,Supermarket Type1,3295.71,Medium
FDH58,12.3,Low Fat,0.037148619,Snack Foods,116.8834,OUT017,2007,Tier 2,Supermarket Type1,2649.2182,Medium
FDH60,19.7,Regular,0.081193712,Baking Goods,198.411,OUT017,2007,Tier 2,Supermarket Type1,2553.343,Medium
FDI02,15.7,Regular,0.11521312,Canned,112.0202,OUT017,2007,Tier 2,Supermarket Type1,3150.5656,Medium
FDI05,8.35,Regular,0.127587344,Frozen Foods,76.5354,OUT017,2007,Tier 2,Supermarket Type1,1805.6496,Medium
FDI07,12.35,Regular,0.033951827,Meat,197.2426,OUT017,2007,Tier 2,Supermarket Type1,2966.139,Medium
FDI08,18.2,Regular,0.066672058,Fruits and Vegetables,248.1092,OUT017,2007,Tier 2,Supermarket Type1,4233.1564,Medium
FDI12,9.395,Regular,0.100966837,Baking Goods,86.8856,OUT017,2007,Tier 2,Supermarket Type1,2548.6824,Medium
FDI14,14.1,Low Fat,0.090185027,Canned,140.2496,OUT017,2007,Tier 2,Supermarket Type1,2681.8424,Medium
FDI15,13.8,Low Fat,0.14215211,Dairy,263.5884,OUT017,2007,Tier 2,Supermarket Type1,2384.8956,Medium
FDI22,12.6,Low Fat,0.096756649,Snack Foods,208.7612,OUT017,2007,Tier 2,Supermarket Type1,5226.53,Medium
FDI26,5.94,Low Fat,0.035084073,Canned,176.4344,OUT017,2007,Tier 2,Supermarket Type1,2141.2128,Medium
FDI27,8.71,Regular,0,Dairy,43.5744,OUT017,2007,Tier 2,Supermarket Type1,498.0184,Medium
FDI33,16.5,Low Fat,0.028579565,Snack Foods,90.3146,OUT017,2007,Tier 2,Supermarket Type1,2554.0088,Medium
FDI34,10.65,Regular,0.085617517,Snack Foods,229.3668,OUT017,2007,Tier 2,Supermarket Type1,2303.668,Medium
FDI38,13.35,Regular,0,Canned,206.9638,OUT017,2007,Tier 2,Supermarket Type1,7247.233,Medium
FDI40,11.5,Regular,0.126313413,Frozen Foods,100.6358,OUT017,2007,Tier 2,Supermarket Type1,2010.716,Medium
FDI41,18.5,Regular,0.062609071,Frozen Foods,148.6418,OUT017,2007,Tier 2,Supermarket Type1,1765.7016,Medium
FDI44,16.1,Low Fat,0.100799828,Fruits and Vegetables,78.4328,OUT017,2007,Tier 2,Supermarket Type1,1467.4232,Medium
FDI45,13.1,Low Fat,0.037793818,Fruits and Vegetables,173.8054,OUT017,2007,Tier 2,Supermarket Type1,2801.6864,Medium
FDI48,11.85,Regular,0.056033565,Baking Goods,51.4666,OUT017,2007,Tier 2,Supermarket Type1,974.0654,Medium
FDI52,18.7,Low Fat,0.10527024,Frozen Foods,122.9072,OUT017,2007,Tier 2,Supermarket Type1,490.0288,Medium
FDI53,8.895,Regular,0.13842353,Frozen Foods,163.0236,OUT017,2007,Tier 2,Supermarket Type1,1127.8652,Medium
FDI56,7.325,Low Fat,0.093913607,Fruits and Vegetables,93.2146,OUT017,2007,Tier 2,Supermarket Type1,1733.0774,Medium
FDI57,19.85,Low Fat,0.054331235,Seafood,198.7768,OUT017,2007,Tier 2,Supermarket Type1,4532.7664,Medium
FDI58,7.64,Regular,0.071104408,Snack Foods,95.012,OUT017,2007,Tier 2,Supermarket Type1,1864.24,Medium
FDJ02,17.2,Regular,0.025309134,Canned,147.0418,OUT017,2007,Tier 2,Supermarket Type1,2354.2688,Medium
FDJ07,7.26,Low Fat,0.014505108,Meat,118.415,OUT017,2007,Tier 2,Supermarket Type1,1747.725,Medium
FDJ08,11.1,Low Fat,0.111298111,Fruits and Vegetables,191.7846,OUT017,2007,Tier 2,Supermarket Type1,3057.3536,Medium
FDJ09,15,Low Fat,0.058725134,Snack Foods,43.6744,OUT017,2007,Tier 2,Supermarket Type1,407.4696,Medium
FDJ12,8.895,Regular,0.039261947,Baking Goods,207.4296,OUT017,2007,Tier 2,Supermarket Type1,2492.7552,Medium
FDJ14,10.3,Regular,0.050353695,Canned,78.696,OUT017,2007,Tier 2,Supermarket Type1,1757.712,Medium
FDJ15,11.35,Regular,0.023454399,Dairy,181.9608,OUT017,2007,Tier 2,Supermarket Type1,1653.8472,Medium
FDJ16,9.195,Low Fat,0.115535487,Frozen Foods,59.5246,OUT017,2007,Tier 2,Supermarket Type1,810.9444,Medium
FDJ21,16.7,Regular,0.03874616,Snack Foods,143.8102,OUT017,2007,Tier 2,Supermarket Type1,4811.7366,Medium
FDJ22,18.75,Low Fat,0.05310896,Snack Foods,193.6504,OUT017,2007,Tier 2,Supermarket Type1,2876.256,Medium
FDJ27,17.7,Regular,0.122565413,Meat,103.8674,OUT017,2007,Tier 2,Supermarket Type1,1528.011,Medium
FDJ28,12.3,Low Fat,0.021984639,Frozen Foods,191.2162,OUT017,2007,Tier 2,Supermarket Type1,1924.162,Medium
FDJ33,8.895,Regular,0.088821765,Snack Foods,125.173,OUT017,2007,Tier 2,Supermarket Type1,2956.152,Medium
FDJ34,11.8,Regular,0.094185483,Snack Foods,126.2704,OUT017,2007,Tier 2,Supermarket Type1,2002.7264,Medium
FDJ38,8.6,Regular,0.040432954,Canned,191.653,OUT017,2007,Tier 2,Supermarket Type1,3795.06,Medium
FDJ41,6.85,Low Fat,0.023012718,Frozen Foods,262.0594,OUT017,2007,Tier 2,Supermarket Type1,1569.9564,Medium
FDJ44,12.3,Regular,0.106928681,Fruits and Vegetables,173.7396,OUT017,2007,Tier 2,Supermarket Type1,3663.2316,Medium
FDJ48,11.3,Low Fat,0.056754036,Baking Goods,247.5118,OUT017,2007,Tier 2,Supermarket Type1,2470.118,Medium
FDJ52,7.145,Low Fat,0.017887474,Frozen Foods,160.6578,OUT017,2007,Tier 2,Supermarket Type1,1765.0358,Medium
FDJ53,10.5,Low Fat,0.071660976,Frozen Foods,119.7098,OUT017,2007,Tier 2,Supermarket Type1,2410.196,Medium
FDJ55,12.8,Regular,0.023664054,Meat,226.0404,OUT017,2007,Tier 2,Supermarket Type1,5400.9696,Medium
FDJ56,8.985,Low Fat,0.184440421,Fruits and Vegetables,99.67,OUT017,2007,Tier 2,Supermarket Type1,3295.71,Medium
FDJ57,7.42,Regular,0.021695674,Seafood,185.3582,OUT017,2007,Tier 2,Supermarket Type1,3715.164,Medium
FDJ58,15.6,Regular,0.10589167,Snack Foods,172.6764,OUT017,2007,Tier 2,Supermarket Type1,2920.1988,Medium
FDJ60,19.35,Regular,0.062882112,Baking Goods,164.1184,OUT017,2007,Tier 2,Supermarket Type1,2807.0128,Medium
FDK02,12.5,Low Fat,0.112859454,Canned,118.344,OUT017,2007,Tier 2,Supermarket Type1,2157.192,Medium
FDK03,12.6,Regular,0.074338562,Dairy,255.5356,OUT017,2007,Tier 2,Supermarket Type1,9664.7528,Medium
FDK04,7.36,Low Fat,0.052607932,Frozen Foods,56.3588,OUT017,2007,Tier 2,Supermarket Type1,744.3644,Medium
FDK09,15.2,Low Fat,0.092282353,Snack Foods,227.2352,OUT017,2007,Tier 2,Supermarket Type1,4122.6336,Medium
FDK10,5.785,Regular,0.040587146,Snack Foods,180.366,OUT017,2007,Tier 2,Supermarket Type1,1258.362,Medium
FDK14,6.98,Low Fat,0.0413383,Canned,83.3934,OUT017,2007,Tier 2,Supermarket Type1,491.3604,Medium
FDK20,12.6,Regular,0.04179272,Fruits and Vegetables,122.0072,OUT017,2007,Tier 2,Supermarket Type1,1347.5792,Medium
FDK25,11.6,Regular,0.157718931,Breakfast,168.3474,OUT017,2007,Tier 2,Supermarket Type1,4548.0798,Medium
FDK26,5.46,Regular,0.032359413,Canned,187.424,OUT017,2007,Tier 2,Supermarket Type1,3169.208,Medium
FDK27,11,Low Fat,0.008997141,Meat,119.9756,OUT017,2007,Tier 2,Supermarket Type1,1938.8096,Medium
FDK28,5.695,Low Fat,0.065960909,Frozen Foods,259.2646,OUT017,2007,Tier 2,Supermarket Type1,9275.9256,Medium
FDK34,13.35,Low Fat,0.038744606,Snack Foods,239.3564,OUT017,2007,Tier 2,Supermarket Type1,3098.6332,Medium
FDK36,7.09,Low Fat,0.007256127,Baking Goods,50.4034,OUT017,2007,Tier 2,Supermarket Type1,340.2238,Medium
FDK38,6.65,Low Fat,0.053591345,Canned,149.7734,OUT017,2007,Tier 2,Supermarket Type1,2375.5744,Medium
FDK41,14.3,Low Fat,0.12826315,Frozen Foods,83.4224,OUT017,2007,Tier 2,Supermarket Type1,681.7792,Medium
FDK43,9.8,Low Fat,0.026992588,Meat,127.302,OUT017,2007,Tier 2,Supermarket Type1,2277.036,Medium
FDK44,16.6,Low Fat,0.122918852,Fruits and Vegetables,173.0738,OUT017,2007,Tier 2,Supermarket Type1,3823.0236,Medium
FDK45,11.65,Low Fat,0.034049703,Seafood,112.286,OUT017,2007,Tier 2,Supermarket Type1,452.744,Medium
FDK48,7.445,Low Fat,0.037845086,Baking Goods,75.5354,OUT017,2007,Tier 2,Supermarket Type1,1956.1204,Medium
FDK50,7.96,Low Fat,0,Canned,160.7894,OUT017,2007,Tier 2,Supermarket Type1,3235.788,Medium
FDK51,19.85,Low Fat,0.005264755,Dairy,264.5884,OUT017,2007,Tier 2,Supermarket Type1,5829.7448,Medium
FDK55,18.5,Low Fat,0.025907416,Meat,87.7172,OUT017,2007,Tier 2,Supermarket Type1,802.9548,Medium
FDL03,19.25,Regular,0.027233781,Meat,197.511,OUT017,2007,Tier 2,Supermarket Type1,982.055,Medium
FDL04,19,Low Fat,0.112556507,Frozen Foods,104.9622,OUT017,2007,Tier 2,Supermarket Type1,1587.933,Medium
FDL08,10.8,Low Fat,0.050000257,Fruits and Vegetables,243.9144,OUT017,2007,Tier 2,Supermarket Type1,4655.2736,Medium
FDL10,8.395,Low Fat,0.039715591,Snack Foods,100.1042,OUT017,2007,Tier 2,Supermarket Type1,1289.6546,Medium
FDL13,13.85,Regular,0.056637129,Breakfast,233.83,OUT017,2007,Tier 2,Supermarket Type1,2796.36,Medium
FDL16,12.85,Low Fat,0.169405699,Frozen Foods,46.106,OUT017,2007,Tier 2,Supermarket Type1,792.302,Medium
FDL20,17.1,Low Fat,0.129140919,Fruits and Vegetables,109.4886,OUT017,2007,Tier 2,Supermarket Type1,1667.829,Medium
FDL22,16.85,Low Fat,0.036596012,Snack Foods,90.6488,OUT017,2007,Tier 2,Supermarket Type1,633.8416,Medium
FDL25,6.92,Regular,0.131665479,Breakfast,91.8804,OUT017,2007,Tier 2,Supermarket Type1,275.6412,Medium
FDL26,18,Low Fat,0.073606829,Canned,156.6972,OUT017,2007,Tier 2,Supermarket Type1,4206.5244,Medium
FDL32,15.7,Regular,0.123159656,Fruits and Vegetables,110.1544,OUT017,2007,Tier 2,Supermarket Type1,1230.3984,Medium
FDL34,16,Low Fat,0.041177505,Snack Foods,142.3496,OUT017,2007,Tier 2,Supermarket Type1,3246.4408,Medium
FDL36,15.1,Low Fat,0.076505799,Baking Goods,91.583,OUT017,2007,Tier 2,Supermarket Type1,539.298,Medium
FDL39,16.1,Regular,0.063689583,Dairy,181.9318,OUT017,2007,Tier 2,Supermarket Type1,5954.2494,Medium
FDL43,10.1,Low Fat,0.027217468,Meat,76.067,OUT017,2007,Tier 2,Supermarket Type1,1454.773,Medium
FDL45,15.6,Low Fat,0.037901015,Snack Foods,124.1704,OUT017,2007,Tier 2,Supermarket Type1,1877.556,Medium
FDL46,20.35,Low Fat,0.054362695,Snack Foods,117.9466,OUT017,2007,Tier 2,Supermarket Type1,1649.8524,Medium
FDL48,19.35,Regular,0.082731751,Baking Goods,49.2034,OUT017,2007,Tier 2,Supermarket Type1,777.6544,Medium
FDL50,12.15,Regular,0.042552418,Canned,123.5046,OUT017,2007,Tier 2,Supermarket Type1,1743.0644,Medium
FDL52,6.635,Regular,0.046350909,Frozen Foods,37.4506,OUT017,2007,Tier 2,Supermarket Type1,1176.4686,Medium
FDL58,5.78,Regular,0,Snack Foods,263.7568,OUT017,2007,Tier 2,Supermarket Type1,2636.568,Medium
FDM01,7.895,Regular,0.095102092,Breakfast,104.4332,OUT017,2007,Tier 2,Supermarket Type1,2870.9296,Medium
FDM02,12.5,Regular,0.074152133,Canned,88.6198,OUT017,2007,Tier 2,Supermarket Type1,1395.5168,Medium
FDM03,12.65,Low Fat,0.123726711,Meat,107.7938,OUT017,2007,Tier 2,Supermarket Type1,2251.0698,Medium
FDM04,9.195,Regular,0.047387144,Frozen Foods,50.8666,OUT017,2007,Tier 2,Supermarket Type1,871.5322,Medium
FDM08,10.1,Regular,0.053887301,Fruits and Vegetables,225.6088,OUT017,2007,Tier 2,Supermarket Type1,4250.4672,Medium
FDM12,16.7,Regular,0.070312473,Baking Goods,189.6214,OUT017,2007,Tier 2,Supermarket Type1,2826.321,Medium
FDM13,6.425,Low Fat,0.063532672,Breakfast,133.0626,OUT017,2007,Tier 2,Supermarket Type1,1442.7886,Medium
FDM15,11.8,Regular,0.057746382,Meat,152.4366,OUT017,2007,Tier 2,Supermarket Type1,3929.5516,Medium
FDM20,10,Low Fat,0.038904624,Fruits and Vegetables,245.4144,OUT017,2007,Tier 2,Supermarket Type1,6615.3888,Medium
FDM21,20.2,Low Fat,0.064728148,Snack Foods,258.0646,OUT017,2007,Tier 2,Supermarket Type1,5668.6212,Medium
FDM24,6.135,Regular,0.079776075,Baking Goods,152.8366,OUT017,2007,Tier 2,Supermarket Type1,1964.7758,Medium
FDM25,10.695,Regular,0.061008889,Breakfast,177.5712,OUT017,2007,Tier 2,Supermarket Type1,2636.568,Medium
FDM33,15.6,Low Fat,0.088215871,Snack Foods,220.1798,OUT017,2007,Tier 2,Supermarket Type1,5068.7354,Medium
FDM36,11.65,Regular,0.059063036,Baking Goods,172.0422,OUT017,2007,Tier 2,Supermarket Type1,1379.5376,Medium
FDM40,10.195,Low Fat,0,Frozen Foods,143.1154,OUT017,2007,Tier 2,Supermarket Type1,2410.8618,Medium
FDM44,12.5,Low Fat,0.031225303,Fruits and Vegetables,102.899,OUT017,2007,Tier 2,Supermarket Type1,2167.179,Medium
FDM45,8.655,Regular,0.088693595,Snack Foods,122.5756,OUT017,2007,Tier 2,Supermarket Type1,2181.1608,Medium
FDM51,11.8,Regular,0.026072872,Meat,99.8674,OUT017,2007,Tier 2,Supermarket Type1,1018.674,Medium
FDM52,15.1,Low Fat,0.026140452,Frozen Foods,149.0076,OUT017,2007,Tier 2,Supermarket Type1,4138.6128,Medium
FDM56,16.7,Low Fat,0.070588621,Fruits and Vegetables,107.9912,OUT017,2007,Tier 2,Supermarket Type1,1419.4856,Medium
FDM57,11.65,Regular,0.076278201,Snack Foods,85.1908,OUT017,2007,Tier 2,Supermarket Type1,671.1264,Medium
FDM58,16.85,Regular,0.080141165,Snack Foods,111.4544,OUT017,2007,Tier 2,Supermarket Type1,2013.3792,Medium
FDM60,10.8,Regular,0,Baking Goods,40.7138,OUT017,2007,Tier 2,Supermarket Type1,406.138,Medium
FDN02,16.5,Low Fat,0.074245348,Canned,208.2638,OUT017,2007,Tier 2,Supermarket Type1,4762.4674,Medium
FDN04,11.8,Regular,0.014166739,Frozen Foods,178.2344,OUT017,2007,Tier 2,Supermarket Type1,2854.9504,Medium
FDN08,7.72,Regular,0.088864488,Fruits and Vegetables,119.3466,OUT017,2007,Tier 2,Supermarket Type1,3064.0116,Medium
FDN10,11.5,Low Fat,0.0463847,Snack Foods,118.9124,OUT017,2007,Tier 2,Supermarket Type1,1540.6612,Medium
FDN12,15.6,Low Fat,0.081562686,Baking Goods,112.7544,OUT017,2007,Tier 2,Supermarket Type1,1118.544,Medium
FDN13,18.6,Low Fat,0.152918384,Breakfast,99.8358,OUT017,2007,Tier 2,Supermarket Type1,1910.1802,Medium
FDN16,12.6,Regular,0.063054947,Frozen Foods,102.399,OUT017,2007,Tier 2,Supermarket Type1,2270.378,Medium
FDN20,19.35,Low Fat,0.026329989,Fruits and Vegetables,169.2474,OUT017,2007,Tier 2,Supermarket Type1,3705.8428,Medium
FDN22,18.85,Regular,0.139087683,Snack Foods,251.7724,OUT017,2007,Tier 2,Supermarket Type1,3020.0688,Medium
FDN24,14.1,Low Fat,0.113908117,Baking Goods,53.3956,OUT017,2007,Tier 2,Supermarket Type1,982.7208,Medium
FDN28,5.88,Regular,0.030418998,Frozen Foods,103.099,OUT017,2007,Tier 2,Supermarket Type1,1341.587,Medium
FDN34,15.6,Regular,0.046023105,Snack Foods,169.2132,OUT017,2007,Tier 2,Supermarket Type1,2536.698,Medium
FDN39,19.35,Regular,0.065890998,Meat,167.0816,OUT017,2007,Tier 2,Supermarket Type1,1510.0344,Medium
FDN40,5.88,Low Fat,0.086945823,Frozen Foods,152.9998,OUT017,2007,Tier 2,Supermarket Type1,3691.1952,Medium
FDN44,13.15,Low Fat,0.022924552,Fruits and Vegetables,157.892,OUT017,2007,Tier 2,Supermarket Type1,1917.504,Medium
FDN46,7.21,Regular,0,Snack Foods,103.1332,OUT017,2007,Tier 2,Supermarket Type1,3281.0624,Medium
FDN51,17.85,Regular,0.021065311,Meat,261.5936,OUT017,2007,Tier 2,Supermarket Type1,6002.8528,Medium
FDN56,5.46,Regular,0.107662745,Fruits and Vegetables,143.8786,OUT017,2007,Tier 2,Supermarket Type1,4334.358,Medium
FDN60,15.1,Low Fat,0.095696334,Baking Goods,159.7604,OUT017,2007,Tier 2,Supermarket Type1,2693.8268,Medium
FDO04,16.6,Low Fat,0,Frozen Foods,54.6614,OUT017,2007,Tier 2,Supermarket Type1,884.1824,Medium
FDO08,11.1,Regular,0.054079556,Fruits and Vegetables,165.9526,OUT017,2007,Tier 2,Supermarket Type1,2631.2416,Medium
FDO10,13.65,Regular,0.012823829,Snack Foods,55.5588,OUT017,2007,Tier 2,Supermarket Type1,916.1408,Medium
FDO12,15.75,Low Fat,0.055241242,Baking Goods,196.5452,OUT017,2007,Tier 2,Supermarket Type1,3131.9232,Medium
FDO13,7.865,Low Fat,0.061405051,Breakfast,166.3526,OUT017,2007,Tier 2,Supermarket Type1,1973.4312,Medium
FDO15,16.75,Regular,0.008615,Meat,72.4038,OUT017,2007,Tier 2,Supermarket Type1,739.038,Medium
FDO19,17.7,Regular,0,Fruits and Vegetables,46.8034,OUT017,2007,Tier 2,Supermarket Type1,923.4646,Medium
